geonameid,name,admin1,geom,cluster
4784197,Salem School (historical),VA,0101000020CE13000032FD2FF08C4C3741621F2F0931673941,-1
4784198,Salem School (historical),VA,0101000020CE130000F10A475DCE6939413BABB6595F213C41,-1
4784209,Salem School,VA,0101000020CE130000077D84119B7A37413F16D364B67A3C41,-1
4784215,Salisbury School (historical),VA,0101000020CE1300001D11C058F462394188E9F9BD5C653A41,-1
4784254,Saltville Elementary School,VA,0101000020CE13000050DA6E8C741E33418E2D1A2581E83841,-1
4784255,Saltville High School (historical),VA,0101000020CE130000EAEA1F12C51A3341107132E999E23841,-1
4784276,Samaria High School,VA,0101000020CE130000BCF35859ED14394107316D874CDE3A41,-1
4784291,Samuel W Tucker Elementary School,VA,0101000020CE13000031FB56DD089D384150FB6EFAE2333D41,4
4784308,Sand Hill School (historical),VA,0101000020CE130000E3180B7CBAFB334152492A315D143941,-1
4784317,Sand Road School (historical),VA,0101000020CE130000D590C9CC02FE3641F73A05ADEA473B41,-1
4784325,Sand Spring School,VA,0101000020CE1300003068FDE09D78314139D8727689463841,-1
4784338,Sanders Corner Elementary School,VA,0101000020CE130000ACCCB1C4C70A3841472FFFCA767E3D41,20
4784346,Sanderson School (historical),VA,0101000020CE13000077D976170F7B36412EC8F0F72A1A3941,-1
4784349,Sandlick Elementary School,VA,0101000020CE130000E0254436815A3241193F4A86DA4C3941,-1
4784355,Sandston Elementary School,VA,0101000020CE130000E772DC2A37CD3841ED31018E99013B41,82
4784361,Sandusky Elementary School,VA,0101000020CE130000C862DE72E45C3641259BAA048A4B3A41,7
4784362,Sandusky Middle School,VA,0101000020CE130000303AEE95705D3641A90043E3154B3A41,7
4784399,Sandy Hill School (historical),VA,0101000020CE1300009FB6A8754E8F394180EFB6065DDB3941,-1
4784400,Sandy Hill School (historical),VA,0101000020CE130000B2C9633C759939416AC7788EE58F3941,-1
4784401,Sandy Hill School (historical),VA,0101000020CE130000A18FDCDAD75F39415716D8084EAA3941,102
4784404,Sandy Hook School (historical),VA,0101000020CE1300004141E26D96F23741D3386FDBB53A3B41,-1
4784409,Sandy Land School (historical),VA,0101000020CE130000BAFAAFC0ED99354157B871DCCFD23941,-1
4784432,Sandy Point School (historical),VA,0101000020CE130000A9957597A15E39416FA9261662A43A41,-1
4784451,Sandy River School (historical),VA,0101000020CE13000054EE362147F835415714C63BC1103941,-1
4784462,Sanford Elementary School,VA,0101000020CE13000060C4688081F3394191C5DFA7BB843A41,44
4784472,Sangster Elementary School,VA,0101000020CE13000098EF10E33C713841B207ECDF90143D41,31
4784480,Sappony School (historical),VA,0101000020CE1300003B988F1B718C384117B26808C5FB3941,-1
4784485,Saratoga Elementary School,VA,0101000020CE13000085DA044A4A86384127A4AC3F06103D41,-1
4784487,Saratoga School (historical),VA,0101000020CE1300001E3E9111DE5E3741BEC522284B9E3A41,-1
4784488,Saratoga School (historical),VA,0101000020CE130000D8F2698D39383241E7D14126E77E3841,-1
4784494,Sarepta School,VA,0101000020CE1300006F848026DF6E314106E140627B2F3841,-1
4784517,Savage Crossing School,VA,0101000020CE1300008B481DECF2EF3941B4C092EA7DC13941,-1
4784562,Sayer School (historical),VA,0101000020CE13000040ED65DBD9573441ACE29FA6B5293941,-1
4784591,School B (historical),VA,0101000020CE130000EB564EB6531C3A419B85CA67292D3B41,-1
4784594,School Number 1 (historical),VA,0101000020CE1300000D933D7A93BC38418973049C6A253B41,103
4784595,School Number 1 (historical),VA,0101000020CE130000A0CDC9778A013941BDCED82851053B41,-1
4784596,School Number 15 (historical),VA,0101000020CE13000079478263BCF331412124627601E53841,-1
4784597,School Number 2 (historical),VA,0101000020CE130000E1EEC6CFBC0E39419D215813F28B3A41,-1
4784598,School Number 2 (historical),VA,0101000020CE13000029D5AE940F1D39415B168A18383D3A41,-1
4784599,School Number 21 (historical),VA,0101000020CE1300008DF0CE5D7D0C32411BC0024AD3DE3841,65
4784600,School Number 4 (historical),VA,0101000020CE1300003F86A7B418E236418283A747AFEC3B41,-1
4784601,School Number 4 (historical),VA,0101000020CE13000021B613132A68394135BF41AC63983941,-1
4784602,School Number 5 (historical),VA,0101000020CE130000122F05491FAD38413AA4F6C992523B41,-1
4784603,School Number 5 (historical),VA,0101000020CE130000B88289CD638239416152FFEFAEB63B41,-1
4784604,School Number 7 (historical),VA,0101000020CE130000F3EC4A3B32063941C0AEECD96C533A41,-1
4784606,School Number 9 (historical),VA,0101000020CE130000F75BF3D5BB223941C5169619D66C3941,-1
4784607,School of the Holy Family (historical),VA,0101000020CE1300003AD07295E1973A41B49521E1D4ED3A41,-1
4784613,Schoolfield Graded School,VA,0101000020CE130000DF85795B0E503641BE37F800F2DF3841,24
4784632,Schuyler Elementary School (historical),VA,0101000020CE130000D11897D79AE536413810F730F81A3B41,-1
4784676,Scott Lewis School,VA,0101000020CE1300009C116C179A8C3841B2BFA16872993941,-1
4784679,Scott Memorial Middle School,VA,0101000020CE1300009B03E4A2EF0334418C6AC1CCFF243941,105
4784693,Scott Zion School (historical),VA,0101000020CE13000073F968C624853641FBD494EA846F3A41,-1
4784697,Scott School,VA,0101000020CE13000076F8F9551A9D38410274EFB982143B41,1
4784710,Scottsburg Elementary School,VA,0101000020CE130000D94A98D76E1037413B2BD08270603941,-1
4784715,Scottsville Elementary School,VA,0101000020CE130000CFFEE6DE5D2337418874DA6885323B41,-1
4784743,Princess Anne Elementary School,VA,0101000020CE130000F271BDFD56C03A41C6C98F61FD0E3A41,100
4784744,Seaboard School (historical),VA,0101000020CE130000B10B25A3C003334138AF9310D5523941,-1
4784754,Seaford Elementary School,VA,0101000020CE13000097BE3987380E3A41A6387F35CFAB3A41,-1
4784765,Seatack Elementary School,VA,0101000020CE130000F7E982A667C83A418F1F265BF22B3A41,-1
4784791,Second Branch School,VA,0101000020CE1300006F38286E8A71384125C57AB1299B3A41,-1
4784798,Second Liberty School (historical),VA,0101000020CE1300000B25C30B7C1739417B2A4D7D2E103B41,-1
4784823,Byrd Elementary School,VA,0101000020CE130000447DF49C12C03741BDD50F55B5343B41,-1
4784832,Sedgefield Elementary School,VA,0101000020CE130000FFDF198528193A41644944375E6D3A41,44
4784848,Seldons Landing Elementary School,VA,0101000020CE1300002D4465EDFC093841F726822601933D41,-1
4784858,Selma Public School,VA,0101000020CE130000F2CD771CEA63354106178DA551DB3A41,-1
4784862,Seminary School (historical),VA,0101000020CE130000B530AA4DF9B231416D33F7BB60913841,-1
4784880,Seneca Ridge Middle School,VA,0101000020CE130000B25AA754C03838419C8D29F34E833D41,19
4784882,Seneca School,VA,0101000020CE1300003F0D534E579336412930845F82ED3941,-1
4784887,Senseny Road Elementary School,VA,0101000020CE1300003FB0270337323741912798C4638F3D41,76
4784910,Seven Hills School,VA,0101000020CE130000199C442B1D6736419113F8802F653A41,7
4784935,Seventh Day Adventist School,VA,0101000020CE1300005035773D7E4737412A0FFAF262963D41,-1
4784936,Danville Seventh Day Adventist School,VA,0101000020CE1300006D3FB56E8F4336417470C30530E73841,-1
4784952,Sewells Point Elementary School,VA,0101000020CE1300002EC866B7E5513A41D0169A4D1B443A41,6
4785028,Shady Grove School (historical),VA,0101000020CE130000F5FA258CFECA3841719F5CCBF2613B41,-1
4785037,Shady Grove School (historical),VA,0101000020CE1300003DA3065E03B235413B487E78342D3941,-1
4785040,Shadylawn School (historical),VA,0101000020CE130000A46161EED93E3241382E925A97483841,-1
4785056,Shakesville School (historical),VA,0101000020CE130000DAA5FBDAA7AB32415C976B5C9C593841,77
4785127,Sharon Elementary School,VA,0101000020CE130000BAA788F53186354136EF97EEB1E43A41,-1
4785128,Sharon School (historical),VA,0101000020CE13000098C7E5852E11364136A609AA54853A41,-1
4785129,Sharon School (historical),VA,0101000020CE1300004264CF181F2C3641EF7B8A726BFD3841,-1
4785177,Sheeler School (historical),VA,0101000020CE130000F0C6BCC254833541DFCB975EFB643941,-1
4785179,Shea Terrace Elementary School,VA,0101000020CE130000F0338B9EE2553A411EB275EDD81F3A41,6
4785193,Sheffey Elementary School,VA,0101000020CE13000096B8F914A6223441C0CA891D3A103941,-1
4785197,Sheffield Elementary School,VA,0101000020CE130000A7735792BB62364175FA336811463A41,7
4785202,Shelburne Middle School,VA,0101000020CE130000B507D0E8DE433641EA4A729177A13B41,36
4785207,Shelfar School,VA,0101000020CE1300001B5ACC5585F53741FF3913177A5B3B41,-1
4785218,Shellhorse School (historical),VA,0101000020CE130000FEF7975F9D383641690F6E1B297C3941,-1
4785234,Shelton Park Elementary School,VA,0101000020CE1300001F368F8F658C3A41C6BB86F0C6453A41,6
4785242,Shemerhorn School (historical),VA,0101000020CE1300002DF78C1B438E384146A0502B553D3B41,-1
4785251,Shenandoah University,VA,0101000020CE130000599BE8AF392B37410AA743AB5A8C3D41,76
4785260,Shenandoah Elementary School,VA,0101000020CE130000203BA37C2EC9364119571BDECD4A3C41,-1
4785265,Shenandoah Heights Elementary School,VA,0101000020CE1300008BDD268B5A983641DC3B7F7D698C3B41,34
4785285,Shenandoah University - Northern Virginia Campus,VA,0101000020CE1300004F34F34CB2FB3741E66BD4E94F963D41,53
4785287,Shenandoah Valley Academy,VA,0101000020CE13000027AC86EB78A5364128777791558D3C41,-1
4785288,Shenandoah Valley Christian Academy,VA,0101000020CE1300005593AD36B5203741BA16588D986C3D41,-1
4785304,Shenks School (historical),VA,0101000020CE130000B4DCDD6D7B143741FFC5B83BCAA23C41,-1
4785342,Sherwood Forest Elementary School,VA,0101000020CE1300009BC0237BCB6F3A411259C2A608363A41,6
4785362,Shields School (historical),VA,0101000020CE1300005BAEBBD7CB7036413C21ADE6D2933941,-1
4785446,Shiloh School (historical),VA,0101000020CE130000714A444D678F35413163EB4B88973A41,-1
4785447,Shiloh School (historical),VA,0101000020CE130000BF1568BFD09A37410C78A0D445993C41,-1
4785448,Shiloh School (historical),VA,0101000020CE1300002E0129EF7FD23841D14BDA0EE33C3C41,-1
4785449,Shiloh School (historical),VA,0101000020CE130000CAEB6225DFB73741F7E5875418333941,-1
4785450,Shiloh School (historical),VA,0101000020CE1300008EF12DCF74003A41CFC0706542AD3B41,-1
4785451,Shiloh School (historical),VA,0101000020CE1300006C5326D2DD773441C183ADA0BA5A3941,-1
4785452,Shiloh School (historical),VA,0101000020CE130000022293A92B033341FC1310C8A5713841,-1
4785492,Shirley School (historical),VA,0101000020CE130000EEDE6EB3141B3741003145BA87D03D41,-1
4785510,Shockley School (historical),VA,0101000020CE130000657F42E3C4703441F21139BE4FEE3841,-1
4785514,Shoal Creek School (historical),VA,0101000020CE13000042886F4E33F03341C915DFC5FD8E3841,-1
4785521,Shockoe School,VA,0101000020CE130000BCFD06AE8D7636410F2E4CC91A573941,-1
4785523,Shoemaker Elementary School,VA,0101000020CE130000D9CE8E0DFF153241738B5CBEAE533841,87
4785545,Shores School (historical),VA,0101000020CE130000ABEAFAB17C30374139DAD6909B1B3B41,-1
4785577,Short Pump Elementary School,VA,0101000020CE13000054D8B102305E3841B33798E152233B41,104
4785581,Short School (historical),VA,0101000020CE13000073339A21E0743841BADE907007D03941,-1
4785603,Shotwell School (historical),VA,0101000020CE130000EFEE6D2B4B353741906BE326CE613C41,-1
4785612,Shrevewood Elementary School,VA,0101000020CE130000B0A804C9A67B384138EA90D259523D41,4
4785626,Shumanville School (historical),VA,0101000020CE13000026B32AD6FFBA3841CEF1CC80F3B33B41,-1
4785629,Shumate School (historical),VA,0101000020CE130000E487CD24AD9C35412C37218E7B093941,67
4785649,Sidney School,VA,0101000020CE1300007D5D10D67E9838417652602247FE3A41,1
4785666,Signal Hill Elementary School,VA,0101000020CE1300006F926DD4813B384126A52EC9A0063D41,10
4785701,Silver Hill School (historical),VA,0101000020CE130000B547C1E40ADA3941FFE4E69318553B41,-1
4785712,Silver Creek School (historical),VA,0101000020CE1300004745324C281934416CC6A8587DA63941,-1
4785716,Silver Spring School (historical),VA,0101000020CE130000A1FA7EE4EFB53941241E68F4D8B33941,-1
4785718,Silver Valley School (historical),VA,0101000020CE1300004BD11B8703D9344140A8140C9AE33841,-1
4785719,Silverbrook Elementary School,VA,0101000020CE1300007D8354288B743841A13075F4A4093D41,-1
4785732,Simeon School (historical),VA,0101000020CE1300005C94748F202C37417001BA2BBF7F3B41,-1
4785736,Silverleaf School (historical),VA,0101000020CE130000CA0FF390FEB3344129B1AA92FCF03841,-1
4785764,Simonsdale Elementary School,VA,0101000020CE130000AA234FEAFD483A41CF6486536D173A41,6
4785769,Simpkins School (historical),VA,0101000020CE130000725719553AB9344131ADE38449873941,-1
4785794,Sinai Elementary School,VA,0101000020CE13000001330CBB33E03641D8CB07454D4C3941,-1
4785802,Sinclair School,VA,0101000020CE130000D2F55998EA2E3A4199E65D719E703A41,44
4785809,Singers Grove School (historical),VA,0101000020CE130000EF50F018D3773641C207E9067D4A3941,-1
4785833,Sinking Waters School (historical),VA,0101000020CE130000375BF8ABC62A33413C588F20135B3941,-1
4785844,Sissons School (historical),VA,0101000020CE130000CD2C3C2DCCC73941CEB1551C10EE3B41,-1
4785873,Skeen School,VA,0101000020CE130000C44162C3790432418AF9DF9AA1FC3841,-1
4785928,Skipwith Elementary School,VA,0101000020CE130000CC4A31670D7A384186037A96041B3B41,1
4785971,Slant School (historical),VA,0101000020CE130000855F12F3ECFE314115A979BB0C7A3841,-1
4785975,Slash School (historical),VA,0101000020CE130000383FCC66894F354130C16D37EA8E3A41,-1
4785999,Slate River School (historical),VA,0101000020CE130000527F9C789822374124BE0EB055CC3A41,-1
4786005,Slate Spring School (historical),VA,0101000020CE1300009E1220853809344185589F1305FD3841,-1
4786039,Sleepy Hollow Elementary School,VA,0101000020CE1300006F55ACC2C88A38412A484FDA91463D41,4
4786101,Sluss School,VA,0101000020CE130000B5C3A3C3DF6A334149508E7483833941,-1
4786113,Smart's Mill Middle School,VA,0101000020CE1300001198869955F6374132B7B40201A53D41,53
4786115,Smallwood School,VA,0101000020CE130000BC25C406F0573A41F430DF4947343A41,6
4786187,Smith Creek School (historical),VA,0101000020CE13000024486538F6AB3241A79C313EEF983841,-1
4786200,Mary N Smith Middle School,VA,0101000020CE130000DB4885B743E63A41F88580A6A8D03B41,-1
4786201,Smith High School,VA,0101000020CE130000476F347DB85E384195BAC33D37C73B41,-1
4786202,Oscar Smith Middle School,VA,0101000020CE130000FAE120FCE06A3A41FA616C8743133A41,6
4786259,Smith School,VA,0101000020CE13000077CB026FD7EC354198B89E99B6EB3A41,58
4786260,Smith School (historical),VA,0101000020CE130000EB612A896B573241759D8C895BFE3841,-1
4786261,Smith School (historical),VA,0101000020CE130000413CBC0190793541D40813957D563941,-1
4786262,Smith School (historical),VA,0101000020CE130000D284569821B237414EE6473BC6543941,-1
4786263,Smith School (historical),VA,0101000020CE13000087DE317FA7523841B943ADB6B8E03C41,17
4786264,Smith School (historical),VA,0101000020CE13000013DDDF35E1343641B411024A7BB03C41,-1
4786265,Smith School (historical),VA,0101000020CE1300005F20E9107AF23241CAEDFD4B92613941,-1
4786269,John Redd Smith Elementary School,VA,0101000020CE130000E1A78EB0399F35419EFEBEE330043941,67
4786286,Smithfield Grammar School,VA,0101000020CE13000039A179ED95DF39414BE4C1F448473A41,-1
4786319,Smiths School (historical),VA,0101000020CE130000C35D43DF66EF36412091344088AE3D41,88
4786405,Snead School,VA,0101000020CE130000B771B42A576836419933251E52573A41,7
4786429,Snow Creek School (historical),VA,0101000020CE130000876DDEE710C53541964A6C4E923C3941,-1
4786434,Snow Hill School (historical),VA,0101000020CE130000DAACB548B25C34410C0E5E7403953841,-1
4786441,Snow Creek Elementary School,VA,0101000020CE1300001AEEEE4EADCB3541939B088B043F3941,-1
4786444,Snowville Elementary School,VA,0101000020CE130000944E2F3625A1344171401730EE603941,-1
4786455,Soapstone School (historical),VA,0101000020CE1300002F288D07B8F63541EF64857348033941,-1
4786464,Soliloquy School (historical),VA,0101000020CE1300000FE51EF621B43641C9829CB127A23C41,-1
4786492,Sonans School,VA,0101000020CE130000B867D63B705E3641730B1F9C976F3941,-1
4786493,Sonans School (historical),VA,0101000020CE13000000BFD4937961364100CEAB2D5A683941,-1
4786496,Sontag Elementary School,VA,0101000020CE130000F69EAFE7AAA735418464332622623941,-1
4786507,Sourwood Mountain School (historical),VA,0101000020CE1300000C02D0E2AD9132414142388060143941,-1
4786508,Pungoteague Elementary School,VA,0101000020CE1300003CCFFB0A54BE3A410A167F5111A23B41,-1
4786527,South Boston Public School (historical),VA,0101000020CE13000004FD0CE603F83641E6AC55133F3D3941,93
4786621,South Hill Elementary School,VA,0101000020CE130000C7B3612D8EF237419F9CB15CF16F3941,-1
4786633,South Lakes High School,VA,0101000020CE130000A51922F7014C3841A8D28693225C3D41,19
4786635,South Lignum School (historical),VA,0101000020CE13000063AAD0252ED33741D8078C322B5D3C41,-1
4786638,South Martinsville School,VA,0101000020CE1300000FCAE8525DAC35410480C0D76AF03841,9
4786642,South Morrison Learning Center,VA,0101000020CE1300006C7F03EC3F143A417FCE86383B743A41,44
4786648,South of Dan Elementary School,VA,0101000020CE130000058BABF2BCFA364105B11877B7183941,-1
4786664,South Quay School (historical),VA,0101000020CE130000BDDA47BCBCB13941DC0C42EDD5A53941,-1
4786697,South River School (historical),VA,0101000020CE13000096D460D2620B37410C491E1A79193C41,-1
4786709,South Salem Elementary School,VA,0101000020CE130000D3B03E43D83B35418B61F35CB3EB3941,32
4786710,South Salem School,VA,0101000020CE13000096835BC84F4135411761D46E9EEE3941,32
4786711,South Elementary School,VA,0101000020CE130000B57CA82A38EF38413B6A680482573A41,-1
4786737,Southampton High School,VA,0101000020CE130000412B9A4B98593941D52D80A0F3AD3941,102
4786741,Southampton Elementary School,VA,0101000020CE1300005FF0ED8D4C81384108153AAE40FB3A41,42
4786750,Fauquier County Southeastern Alternative School,VA,0101000020CE130000CB191915F9F1374153CD2D83DDC03C41,-1
4786751,Southeastern Elementary School,VA,0101000020CE1300003A4D8590C7883A41EE653BC4E8D83941,-1
4786757,Southern College (historical),VA,0101000020CE13000024BB852A11C93841D6F45818167A3A41,3
4786765,Southern Seminary Junior College,VA,0101000020CE130000F567F9611B103641892DC0DEAEDD3A41,81
4786781,Southside Academy,VA,0101000020CE130000E2E1DAC96D783A4139D790F62E1D3A41,6
4786787,Southside Virginia Community College - Christanna Campus,VA,0101000020CE1300005ECF7ED1DB3A3841ED89D9B51AB33941,-1
4786792,Southside Elementary School,VA,0101000020CE130000336E2594F5A33841986F095134493A41,-1
4786793,Dinwiddie Middle School,VA,0101000020CE130000CA57470C869C38418C119893FA3B3A41,-1
4786794,Southside Elementary School,VA,0101000020CE130000B225BEF56F5836413B09C683DE163941,-1
4786803,Southside School,VA,0101000020CE130000CD6F953FE6E937417AB82CC600333941,-1
4786804,Southside School (historical),VA,0101000020CE1300002C8D58089D5E3641304BA08AC2D83841,-1
4786809,Southside Virginia Community College - Wrenn Campus,VA,0101000020CE13000012B4C5DB17BD3841206D9865A1913941,-1
4786810,Southside Skill Center,VA,0101000020CE13000020079ED4E1DC374120BDCC3DC6323A41,75
4786814,South View Elementary School,VA,0101000020CE130000A13B7065DB553541DB401B3E7B043A41,32
4786823,Southwest Virginia Community College,VA,0101000020CE1300002726C2D5B40833419285DCB129193941,-1
4786825,Southwestern Elementary School,VA,0101000020CE1300000BBFC5E3CAC539412D607D00C4A73941,-1
4786826,Southwestern Elementary School,VA,0101000020CE13000040371A59D33E3A419568CFA973053A41,-1
4786854,Sparrow Road Intermediate School,VA,0101000020CE1300001F4D3234237A3A41056A384AEC1A3A41,6
4786873,Speers Ferry School (historical),VA,0101000020CE1300003C4DAFC3C8DF314132C7A6A8A64C3841,-1
4786891,Spencer Penn Elementary School (historical),VA,0101000020CE1300009893E893AA83354173FA805437D13841,-1
4786905,Spiller Elementary School,VA,0101000020CE130000AF7F2D77B5FE3341DC9FD4AA29273941,105
4786913,Spitler School (historical),VA,0101000020CE130000396C13E5D0EB3641BBEFFAAC62873C41,-1
4786922,Emily Spong Elementary School,VA,0101000020CE130000487525B51D593A415726DE1B8B183A41,6
4786942,Spotswood High School,VA,0101000020CE130000D282F1ABF9A236414841A502C6123C41,-1
4786943,Spotswood Elementary School,VA,0101000020CE130000C5BD101D4A7D36411A4FF22FA4293C41,79
4786944,Spotswood Elementary School,VA,0101000020CE130000CD65A79B1F5538413BAF0C3E37303C41,-1
4786955,Spotsylvania High School,VA,0101000020CE130000FC1E960F762538412CD98E59FFFB3B41,-1
4786957,Spotsylvania Middle School,VA,0101000020CE130000C605EBA2E6383841F0CE9B647B103C41,-1
4786962,Spotsylvania Vocational Center,VA,0101000020CE1300009D2A74CBD6403841C4375171D8213C41,71
4786966,Spottswood School,VA,0101000020CE130000340CA112232C364134598AA761433B41,-1
4787029,Spring Creek School (historical),VA,0101000020CE130000C52B82FF3BCC3241868BF79A027D3841,-1
4787059,Spring Hill Elementary School,VA,0101000020CE130000C186B346FD6F3841BCA1F86887663D41,4
4787064,Spring Hill School (historical),VA,0101000020CE130000E599DDA32A5A39411FD70E8E30453A41,-1
4787107,Spring Valley School (historical),VA,0101000020CE130000CD72DF5318D735413B13464B4CE53A41,-1
4787143,Springfield Estates Elementary School,VA,0101000020CE1300002DAB17FA829238412E805FE417283D41,4
4787155,Springfield Elementary School,VA,0101000020CE130000B67FA575FEF736414BE3DF4AAABF3C41,-1
4787156,Springfield School (historical),VA,0101000020CE130000DC6E6F279B5C38416A767E179D2D3B41,104
4787173,Springville School (historical),VA,0101000020CE1300008F695040168333415CD6EB797C803941,-1
4787182,Springwoods Elementary School,VA,0101000020CE13000001D0077886653841CD51F86818F33C41,16
4787186,Sproles Chapel School (historical),VA,0101000020CE1300008C7EC9C029A93041BA59CCF787143841,-1
4787193,Sprouts Creek School (historical),VA,0101000020CE130000E17CE05BED6C3341FC221D1B8E183941,-1
4787207,Spruce Pine School (historical),VA,0101000020CE1300009546340586CD32417CC5016F60053941,-1
4787212,Spruce Run School (historical),VA,0101000020CE1300009DE8E19F19903441F215B1747BC93941,-1
4787216,Spur Branch School,VA,0101000020CE1300000FEB2DBE9C233441A7F8EEF8156B3941,-1
4787249,Stafford Elementary School,VA,0101000020CE130000827F02D4376238415978EC7BE17C3C41,-1
4787250,Stafford High School,VA,0101000020CE130000BD7645AC705338411BAE523D155F3C41,80
4787254,Stafford Middle School,VA,0101000020CE1300004608B0A4726538412E4A810A29783C41,-1
4787303,Stanardsville School,VA,0101000020CE1300009C139167CD1D37416A6A750998FF3B41,-1
4787322,Stanley Elementary School,VA,0101000020CE1300004795164E03E936413DAEBD682A7A3C41,-1
4787329,Stanleytown Elementary School,VA,0101000020CE130000899A0632BB9335411A99AB5D4A0A3941,-1
4787358,Star of the Sea Catholic School,VA,0101000020CE13000017FCF6FD3FCB3A41E89798D47D3A3A41,68
4787360,Star Hill School (historical),VA,0101000020CE1300000B9CC47C2B0939414F239755C3733A41,-1
4787390,State Industrial School,VA,0101000020CE130000E62574288EAD3841BDE55CF8F04E3B41,-1
4787421,State School for Deaf and Blind,VA,0101000020CE130000B31316AA1D503641EB2E9500959F3B41,36
4787422,State School for Boys,VA,0101000020CE130000E4BB872718F9374164655ED66F163B41,28
4787451,Staunton Military Academy (historical),VA,0101000020CE130000E1DEB1FD9B4E36410C6B62910AA13B41,36
4787460,Staunton River High School,VA,0101000020CE1300001A106506F4D935417229EED574F63941,-1
4787463,Staunton River School (historical),VA,0101000020CE130000498A27E453353741669DC2A1706B3941,-1
4787495,Steeleburg School (historical),VA,0101000020CE13000043F0F6E6AD0F3341DE23B5539A303941,-1
4787498,Steeprock School (historical),VA,0101000020CE1300008C2CD7C5BC5031419026AFD0D8393841,-1
4787514,Stenwood Elementary School,VA,0101000020CE130000A230AD7B4B743841025C4571FF4E3D41,4
4787517,Stephen Foster School (historical),VA,0101000020CE13000020C6A98380B338418D4EF704E91B3D41,4
4787546,Sterling Middle School,VA,0101000020CE1300007BB2D4B6453038412D9CED0A4A753D41,19
4787553,Sterling Elementary School,VA,0101000020CE1300007C431FC8A7303841B93F9DB718793D41,19
4787599,The Steward School,VA,0101000020CE1300007C6B7783A45D3841473E198DE2123B41,-1
4787619,Stickleyville Elementary School,VA,0101000020CE130000C48356E6499F3141020A9C7C47623841,-1
4787682,Stinson School (historical),VA,0101000020CE130000C2B9990AB7063341E92122A967623941,-1
4787698,Stoddert School (historical),VA,0101000020CE1300003A8630E86F90374121C7899602743A41,-1
4787718,Stone Bridge High School,VA,0101000020CE13000030E5CE2A660A384193A69AE241833D41,20
4787754,Stone School (historical),VA,0101000020CE130000E04A3A2B3CE333419553E1F253B43841,-1
4787755,Stone Spring Elementary School,VA,0101000020CE130000F21D4F26957A36410B900175401D3C41,-1
4787758,Stone - Robinson Elementary School,VA,0101000020CE1300006F45EB03FC3937414D1EADA0548C3B41,-1
4787766,Stonecoal School (historical),VA,0101000020CE1300005CF750DE41AB324146A1E01DD4913941,-1
4787801,Stonewall Jackson High School,VA,0101000020CE1300004A4C607D7D22384170BBB06776093D41,10
4787802,Stonewall Jackson High School,VA,0101000020CE13000037CEE0DFD0A93641F95151EF4BA63C41,-1
4787805,Bell Creek Middle School,VA,0101000020CE1300008010A4BCC3BB38419936DC56BA273B41,103
4787806,Stonewall Jackson Middle School,VA,0101000020CE13000035A9E70489713541A7DE557A51EF3941,32
4787808,Stonewall Middle School,VA,0101000020CE130000B855952C3C233841E6B28A4664123D41,10
4787810,Stonewall Jackson Primary School (historical),VA,0101000020CE130000468C1E04794C3641C163D28B8E9E3B41,36
4787811,Foundation School of Alexandria,VA,0101000020CE130000005E717C93A93841FA6CA25025373D41,4
4787812,Stonewall Jackson Elementary School,VA,0101000020CE130000AFCB0ACDC996324120CE21AA70533841,77
4787813,Stonewall Jackson School,VA,0101000020CE1300009CD5FCDDE35C3641BA6A4E2D1EF33841,24
4787825,Stonewall School,VA,0101000020CE1300000BC337555B31324172F6DECE97323941,-1
4787826,Stonewall Elementary School,VA,0101000020CE13000020F880FE86363741DB66F8B3D8B33D41,-1
4787827,Stonewall School (historical),VA,0101000020CE130000EDB0309A02AF3641385D4BBC275B3A41,-1
4787852,Stony Creek High School,VA,0101000020CE130000B460C8EF3EE338410FDE51ABD1033A41,-1
4787872,Stony Mill Elementary School,VA,0101000020CE130000D51D0BE1401B3641078830D3B6F63841,-1
4787885,Stony Point Elementary School,VA,0101000020CE1300001B788A70043B37410F643CEBA3B93B41,-1
4787888,Stony Point School,VA,0101000020CE1300002D916759CB8A3241BC5B6C34EBC73841,-1
4787889,Stony Point School (historical),VA,0101000020CE130000BA3CAAA7E3E132410FB836FDE4843841,-1
4787929,Stormy Gap School (historical),VA,0101000020CE1300009E44DFA280F031416200BF8A99353941,-1
4787948,Stowersville School (historical),VA,0101000020CE1300007B1AF96372B933416A38E5B31E863941,-1
4787970,Straightstone School (historical),VA,0101000020CE130000DA66850EC08F36417712202999B93941,-1
4787973,Strait Creek School (historical),VA,0101000020CE13000089358069299E354110146507D6F43B41,-1
4787977,Strasburg Elementary School,VA,0101000020CE130000972C9BC795F536413A63B52397323D41,-1
4787978,Strasburg High School,VA,0101000020CE1300001AF1913F91F63641BEA50AC184313D41,-1
4787987,Stratford College,VA,0101000020CE130000C11692D5B2563641768854A20DE63841,24
4787995,Stratford Landing Elementary School,VA,0101000020CE130000ED75D073BAB63841E0ED24E76E163D41,4
4787996,Arlington County Stratford Program School,VA,0101000020CE130000EFE261E5A3993841FA7E9EFC735D3D41,4
4788016,Strayer University - Loudoun Campus,VA,0101000020CE1300003DDD1819BC2038416BDC42051C873D41,20
4788020,Strayer University - Manassas Campus,VA,0101000020CE130000D8BA2E97EE1E3841341DB3668B1A3D41,10
4788022,Street School,VA,0101000020CE130000C84B8E8DA2B03241EF6656A52F453941,-1
