geonameid,name,admin1,geom,cluster
4380942,Chapel Hill School,MO,0101000020CE130000BCDCC3D6863D1741FD21EE9D1FAF3741,-1
4380943,Chapel Hill School (historical),MO,0101000020CE13000023CF164FED3F0841839B3F9397B83B41,-1
4380944,Chapel Hill School (historical),MO,0101000020CE1300005EBD36D9A3B11C41349F31B75ECE3741,-1
4380945,Chapel School,MO,0101000020CE1300002C2F99E91D5800411CE164AE11263B41,5
4380946,Chapel School (historical),MO,0101000020CE130000F3F536424F0F214161A4FD9107893641,-1
4380956,Chapman School (historical),MO,0101000020CE130000A0FC2E2A770305419AC6035506863741,-1
4380957,Chappell School (historical),MO,0101000020CE1300004AD6EC88EC540D41AB049EA0A3653B41,-1
4380965,Chariton School,MO,0101000020CE1300005DA11575866C11419CD8298BE79B3C41,-1
4380973,Charity School,MO,0101000020CE130000DDC41C5DF0CF0F415189F693339E3841,-1
4380974,Charity School (historical),MO,0101000020CE130000EAEDDC9232BA124176298435B7EB3641,-1
4380975,Charity School (historical),MO,0101000020CE13000067E0931D18030A41C794F38874A83741,-1
4381009,Charter Oak School (historical),MO,0101000020CE130000BA1648F317080341FB34C787B6083841,-1
4381010,Charter Oak School (historical),MO,0101000020CE130000BA1BDEAD8D3E1A41F893E77643583741,-1
4381013,Chase School (historical),MO,0101000020CE130000481F01CDD1970741CBC388ADDE843B41,-1
4381022,Cheek School,MO,0101000020CE130000CA958AC8964B104187EFF9C08BC13841,-1
4381024,Cheerfull Hill School,MO,0101000020CE1300000B72B8DF615B13415A88F5E2A4893841,-1
4381034,Cherokee School,MO,0101000020CE13000019C2DEDE231C0D41FBD0430422EA3741,-1
4381039,Cherry Box School (historical),MO,0101000020CE13000013171337FF741341780CA2D5E6C53C41,-1
4381043,Cherry Grove School,MO,0101000020CE130000FC191870EBDEF940486008E192B83C41,-1
4381044,Cherry Grove School (historical),MO,0101000020CE130000C4A4F3F55C3103416F83E40FD5A93841,-1
4381045,Cherry Grove School (historical),MO,0101000020CE130000DFE38B5570521141E00A59DC80413B41,-1
4381046,Cherry Grove School (historical),MO,0101000020CE130000994A5C6B56B103413FCBE2143DE73941,-1
4381047,Cherry Grove School (historical),MO,0101000020CE1300004B3DF1E340840541535AF9355F4F3841,-1
4381048,Cherry Grove School (historical),MO,0101000020CE1300004B1EC817465C05414500310E9CF63741,-1
4381050,Cherry Point School,MO,0101000020CE1300001527BC0ACB4414414BDA7CA41BF23741,-1
4381057,Cherry Valley School (historical),MO,0101000020CE130000DA1F14F251DC0741F1D84D1AC0873B41,-1
4381058,Cherry Valley School (historical),MO,0101000020CE130000629873E47AE40541696126DC6D023941,-1
4381059,Cherry Valley School (historical),MO,0101000020CE1300007FE6FDC925291941AF23B6CF78703941,-1
4381061,Cherrydale School (historical),MO,0101000020CE130000075EDDEF505F0B4124495505240C3A41,-1
4381062,Cherryvale School (historical),MO,0101000020CE130000EC9A92DF7E640C41A67A5E28ABB73841,-1
4381074,Chesterfield Elementary School,MO,0101000020CE130000274607FBA3351C4142431F13F0B03A41,-1
4381075,Chesterfield School,MO,0101000020CE13000074B0C5E929761C41BF61F01157B23A41,-1
4381077,Chesapeake School (historical),MO,0101000020CE1300000184AB8C01E80841D93C68B1D7E53741,-1
4381078,Chestnut Grove School (historical),MO,0101000020CE130000F334A5559899FA402952B224DAB83C41,-1
4381083,Chestnut Ridge School,MO,0101000020CE1300008087D34ADF221E4198BF56B125403941,-1
4381087,J S Chick Elementary School,MO,0101000020CE130000E88C3DC98CA1FE40BB9BDF9DA7253B41,5
4381088,Chick School (historical),MO,0101000020CE130000BF2934C692011441E0C0DDC3E7A33C41,-1
4381092,Chihauhua School (historical),MO,0101000020CE1300003D1A9B761F49074144786EE1A5093B41,-1
4381102,Chilhowee Elementary School,MO,0101000020CE130000109F6EFD25960641D0786D51E86A3A41,-1
4381124,China School (historical),MO,0101000020CE130000ED80AF59965C124130E60E5611953941,-1
4381128,Thomas B Chinn Elementary School,MO,0101000020CE1300006FA813ADB451FC40735C866BE2793B41,65
4381129,Chinn School (historical),MO,0101000020CE1300009751BC0B9CAA1341CD2703CC81633C41,-1
4381144,Choctaw School (historical),MO,0101000020CE13000079510679392B03411065DD8B74323A41,-1
4381150,Chouteau School,MO,0101000020CE130000836C61DBD15F1E41D68B0BF851AA3A41,8
4381151,Chouteau School (historical),MO,0101000020CE130000B0E782CBD9261041778BFCA2EB053B41,-1
4381159,William Chrisman High School,MO,0101000020CE130000DE6A871EF29C0041659B1EE436473B41,5
4381161,Chrisman School,MO,0101000020CE1300009DE367BD167B004157FF17423C423B41,5
4381168,Christ the King School,MO,0101000020CE13000078965F45CC68FD4092A2F53F530D3B41,5
4381169,Christian Brothers College,MO,0101000020CE130000C416F8982EEA1D41F480DAD784AE3A41,8
4381170,Christian Brothers High School,MO,0101000020CE130000DD07B17FB552F840BB7227DD8E6A3C41,19
4381181,Chouteau Elementary School,MO,0101000020CE1300002FE726B2C9BDFE40F925890ADE5E3B41,25
4381185,Christian School (historical),MO,0101000020CE130000A0F3BE2CBCA1134107CAFC6E55BB3A41,-1
4381196,Christopher School (historical),MO,0101000020CE130000BCD5C6D800750241053DC5824A553741,-1
4381204,Christy School,MO,0101000020CE130000C8D7CF9D69471741A3E97C3EA90C3741,-1
4381269,Chute School (historical),MO,0101000020CE130000EABA29968D5821419F59F5FA18823641,-1
4381270,Chute School (historical),MO,0101000020CE130000C2AB2754782E214103AA2DE0C37D3641,-1
4381286,Cissell School,MO,0101000020CE1300003D33B930BC1D20419C257D54B34C3941,-1
4381305,City View School (historical),MO,0101000020CE13000045441C85CDCA02419C2B3C0A4B903841,-1
4381320,Civil Bend Center School (historical),MO,0101000020CE1300003A1362A3B27A0341488E684AAEC83C41,-1
4381332,Clanton School (historical),MO,0101000020CE13000049483210BA81FB402F263D5C659F3C41,-1
4381341,Clardy School,MO,0101000020CE1300003154BFEDD9E9FD40BF1AFB1EA8823B41,25
4381342,Sycamore School (historical),MO,0101000020CE130000D9EEC0F839CF1341D32561F4AAAA3A41,-1
4381351,Clapp School,MO,0101000020CE1300006E7C527D32330F41103ED94174D83C41,-1
4381394,Clark School,MO,0101000020CE1300003D84FC803FB40C41D59867ADCE573941,-1
4381395,Clark School,MO,0101000020CE130000E7D646C3D93F0D41409FDBBE02D63841,-1
4381396,Clark School,MO,0101000020CE130000813010D671A41D41627E3043A6933A41,8
4381397,Clark School (historical),MO,0101000020CE130000661F82CD67DE05418CFBBE89014B3741,-1
4381398,Clark School (historical),MO,0101000020CE130000E48EDC7DE0D710411A66B8A337833A41,-1
4381399,Clark School (historical),MO,0101000020CE130000EC8221DBB732124186353717255F3741,-1
4381405,Clark - Vitt Elementary School,MO,0101000020CE1300005EDE8C0B91421A418C0D23080F503A41,6
4381410,Clarks Chapel School (historical),MO,0101000020CE1300000B2F7C326CD210410D4FBCD4942C3B41,-1
4381421,Clarkson School (historical),MO,0101000020CE1300001EDEEC7DF372054133814D3506C63741,-1
4381432,Clarks School (historical),MO,0101000020CE13000021767DDC5E4D104167CA62B685B53941,-1
4381443,Clay Center School (historical),MO,0101000020CE1300003CA77A52461E0F41029B1119D4623B41,-1
4381448,Clay Hill School (historical),MO,0101000020CE1300005339FC9848840841E71C99BEFB7B3741,-1
4381449,Clay Hill School (historical),MO,0101000020CE1300000A0366CCB7520741010C2F9345703C41,-1
4381455,Clay School,MO,0101000020CE130000F07BA9C0224DFF400DF294AA4E463B41,5
4381456,Clay School,MO,0101000020CE1300001529B086847F1E41C710822C72BD3A41,8
4381457,Clay School (historical),MO,0101000020CE13000010A3D355717C03413066290410FA3B41,-1
4381468,Clay School (historical),MO,0101000020CE13000027BC89871B7D0341D4F8828E11FA3B41,-1
4381477,Claysville School (historical),MO,0101000020CE1300005D1F6D0DF0C31341B6998A8F259E3A41,-1
4381519,Clear Creek School,MO,0101000020CE13000041A5E571FFF60641FD9530A526A53C41,-1
4381520,Clear Creek School (historical),MO,0101000020CE1300007B50DBED175B0B41D407CAA8AA243841,-1
4381537,Clear Spring School,MO,0101000020CE1300008FB62B8EA8C71A41AB7606655BF13741,-1
4381538,Clear Spring School (historical),MO,0101000020CE13000046DCD18DCB8010416603643F3E0C3B41,-1
4381541,Clear Springs School,MO,0101000020CE13000027A151B4654A1641F57478D5FDF73741,-1
4381544,Clearfork School (historical),MO,0101000020CE13000092585C4B480903412B59E0D3B46E3A41,-1
4381545,Clearview Elementary School,MO,0101000020CE130000FCE1899E753E1A41E100D8D7BD5C3A41,-1
4381546,Clearview School (historical),MO,0101000020CE1300008B7CBB3B78331E41440221EF582A3941,-1
4381556,Cleavesville School,MO,0101000020CE130000BA1729C6902F17417C5F60EA38F93941,-1
4381557,Cleino School (historical),MO,0101000020CE1300002786686138C01641FB869F7F84643941,-1
4381575,Cleveland High School,MO,0101000020CE1300008F0F8DEE5D4E1E4101D19A750C973A41,8
4381576,Cleveland School (historical),MO,0101000020CE130000B4DB6C1886A7FD407A240FF3A88C3A41,-1
4381577,Cleveland School (historical),MO,0101000020CE130000B33E8FA7636A054188E92EB1AEF93941,-1
4381578,Cleveland School,MO,0101000020CE130000999CAC7C7D701441D53E2D97C59B3941,-1
4381579,Cleveland School (historical),MO,0101000020CE13000002C4B22E53861541C042578623443841,-1
4381583,Clevenger School,MO,0101000020CE1300006CB4353CE8900241A75BEAF356853B41,-1
4381584,Clevenger School,MO,0101000020CE130000375E14A0473D0341EAD0496A75B43B41,-1
4381589,Clever School,MO,0101000020CE1300005066A674222C0B41F0CB7DBE3BC23741,-1
4381605,Clifford School,MO,0101000020CE130000A746680F0AB72041CB8B0B52F9BD3841,-1
4381617,Clifton School,MO,0101000020CE130000BEE9F02A8E2F18415683A32FB00B3741,-1
4381618,Clifton School (historical),MO,0101000020CE130000D4F503DDC2751B417BC0D50027B13941,-1
4381627,Clifty Hall School (historical),MO,0101000020CE130000BA1315667E121441C997DFDA54C03741,-1
4381629,Clifty School,MO,0101000020CE1300007A389A3CA22D15416D612A7DA4893941,-1
4381631,Climax School (historical),MO,0101000020CE130000379A1128C9DB0941153CF1C6CC443941,-1
4381635,Cline Hill School (historical),MO,0101000020CE1300009389BE24B7E50641CA656358691D3941,-1
4381636,Cline School,MO,0101000020CE1300006885C311FC112141FB6EBF01A6AB3741,-1
4381640,Clines Island School (historical),MO,0101000020CE130000D8D7846598BA2041403EA2974AC43741,-1
4381645,Clinton Bank School (historical),MO,0101000020CE130000863D03FE1F9F17410C7BD16363313941,-1
4381649,Clinton School (historical),MO,0101000020CE1300004C8FF3E410241541B53AC1D1FB3F3C41,-1
4381657,Clintonville School (historical),MO,0101000020CE130000ED0446C98D310541611E82084B273941,-1
4381659,Clio School (historical),MO,0101000020CE1300000455473CB23409416AF82A9333493741,-1
4381660,Clione School,MO,0101000020CE1300005D55C7D799BC0B41A3D45AA840293C41,-1
4381665,Cliquot School,MO,0101000020CE130000AD73777846E20A4168F7ACF236E43841,-1
4381673,Clolinger School (historical),MO,0101000020CE130000DB8986F0EF8B2041B2E75CE756083841,-1
4381677,Malvern B. Clopton Elementary School,MO,0101000020CE130000023BBAC58F551A41480FCE723EC23B41,-1
4381685,Clover Hill School,MO,0101000020CE130000F38C15FCD9050041BABD2981117A3C41,-1
4381686,Clover Hills School,MO,0101000020CE130000E558CF0595042141DE744A890FA33841,-1
4381689,Cloverdale School,MO,0101000020CE1300008C739E8234041041A1E1820478CA3841,-1
4381690,Cloverdale School (historical),MO,0101000020CE13000053CBAABBBA6F174199A7D3109D9F3C41,-1
4381691,Cloverdale School (historical),MO,0101000020CE13000064557FC659A90441A6B782D50E6D3741,-1
4381694,Cloverleaf School (historical),MO,0101000020CE13000046A86290497502415409EF52F6643741,-1
4381700,Club School (historical),MO,0101000020CE1300006BB4F5C6129F1F415CEF086A6DCB3741,-1
4381707,Clubb Creek School,MO,0101000020CE130000B0F42A1183062041D309DBF7FC453841,-1
4381708,Clubb School,MO,0101000020CE130000F17D03E854531E41C5BC7F00E8293841,-1
4381728,Coal Creek School (historical),MO,0101000020CE130000F0EC3428A02803416B224CA9455B3941,-1
4381737,Coal Valley School (historical),MO,0101000020CE13000066ABEAA66B2AFE4081058B9AEFA43841,-1
4381762,Cobb School,MO,0101000020CE13000006204F65B63F1241204C7E2D89823741,-1
4381765,Coble School (historical),MO,0101000020CE130000CBCAFD0147561441CB1F39ED7AAF3741,-1
4381783,Cockrum School (historical),MO,0101000020CE130000B4CF1AFA92D81E41287160D888333641,-1
4381795,Coffee School (historical),MO,0101000020CE130000DF9F10224F031141A809BC032C123A41,-1
4381798,Coffee School,MO,0101000020CE130000D4074B1BCDA7184109C4DDA640573941,-1
4381806,Coffey School (historical),MO,0101000020CE1300008341932297C51441BBDD7CD44D653841,-1
4381807,Coffman School,MO,0101000020CE130000D05BF8C4B89BF840028F70823ACD3C41,-1
4381808,Coffman School,MO,0101000020CE130000C29845B4BACC1E414EFC7CB82E3A3941,-1
4381809,Coffman School (historical),MO,0101000020CE130000763B7C2A7D0917416979EE56506B3941,-1
4381813,Cogswell School (historical),MO,0101000020CE130000F5777CBF876F03417CA7C2EC49603B41,-1
4381823,Colburn School (historical),MO,0101000020CE130000029B929730230141D82FD2C949FC3A41,62
4381833,Cold Springs School (historical),MO,0101000020CE1300007AFAB0A91734134155F062BA8EB53741,-1
4381834,Cold Springs School (historical),MO,0101000020CE13000010694381A2DD084135006EC99C773A41,-1
4381847,Coldwater School (historical),MO,0101000020CE130000845E8A23F29AFD4043470EF4F34F3A41,-1
4381848,Coldwater School,MO,0101000020CE130000C05241589F2113411A9298E557723841,-1
4381849,Coldwater School (historical),MO,0101000020CE13000018F99C1970E51F41CC5DFB4757543641,-1
4381854,Coldwater School,MO,0101000020CE130000DCA7A24269D41D416BA4568DB2043B41,8
4381903,Coleman School (historical),MO,0101000020CE130000560D8CBCF2AB194140B326C528463941,-1
4381904,Coleman School (historical),MO,0101000020CE1300004220B51C136F0A416355C4A7F73B3841,-1
4381907,Colen School,MO,0101000020CE13000005CA18189BDB1541B39D6FEEDC2E3941,-1
4381912,Coles Creek School (historical),MO,0101000020CE13000060E408094AAD17410AE7A9552DA43A41,-1
4381916,Coleville School (historical),MO,0101000020CE1300009D0EA645FAEB0141D9483F487B1A3A41,-1
4381920,Coleman School,MO,0101000020CE1300008F51ACF685241B415852126E25613A41,-1
4381922,Coliman School (historical),MO,0101000020CE130000E5D5DA5E5E6D1041FC58F11F26EA3B41,-1
4381929,College Hill School (historical),MO,0101000020CE130000E7824274EC1F1641DA5C3C1767923741,-1
4381930,College Hill School (historical),MO,0101000020CE130000FCDDB1D965540A415D007BB008B53841,-1
4381932,Saint Teresa's Academy,MO,0101000020CE1300009A01A239608EFD408CF9D66908243B41,5
4381943,Collier School (historical),MO,0101000020CE1300001BBB826B59C417419D7A4A5B19E33941,-1
4381961,Collins School (historical),MO,0101000020CE130000BE0952CF9CF30641E273CC9EB5283A41,-1
4381962,Collins School,MO,0101000020CE1300007E41BF7AFADF1C417F5DD86BBA843841,-1
4381963,Collins School,MO,0101000020CE130000BF861489458EFC40A090E6DE16CA3B41,-1
4381964,Weaubleau R3 School (historical),MO,0101000020CE130000E6057D976B52094102BD06EE33383941,-1
4381965,Collins School (historical),MO,0101000020CE130000145AF81AC985144145211174D64F3741,-1
4381966,Collins School (historical),MO,0101000020CE1300002E95036304931741432201618FA83941,-1
4381967,Collins School (historical),MO,0101000020CE13000097BFBBD7C1820B415388A606D8983841,-1
4381974,Collis School (historical),MO,0101000020CE130000CDEC26C8C2EB1341EBA28A4E13303C41,-1
4381976,Coloma School,MO,0101000020CE130000F89CAA9803C109417AC7ABBF1E093C41,-1
4381979,Colored School (historical),MO,0101000020CE1300003A67C963B32C0B41B905C560B74E3841,-1
4381980,Colored School (historical),MO,0101000020CE130000AFFA100928E815412B31847C896A3C41,-1
4381985,Columbia College,MO,0101000020CE130000F2135D996C3C1341938564AB151A3B41,10
4381988,Columbia Hall School (historical),MO,0101000020CE130000A2FC1A5126020941C5897F41A0D03941,-1
4381995,Columbia School,MO,0101000020CE130000554AD853ADE6164198B5924A0DDB3741,-1
4381996,Columbia Elementary School,MO,0101000020CE130000406C6139AED4FF4037347FBBB5D83741,3
4381997,Columbia School,MO,0101000020CE130000AB15426293731E418ADC0ACBA2B83A41,8
4381998,Columbia School (historical),MO,0101000020CE1300009A7BC179320C204158439C9572F23641,-1
4382001,Columbian School,MO,0101000020CE130000D10EC0854A580041F7EABAA111413B41,5
4382002,Columbian Elementary School,MO,0101000020CE130000D2D3C1ED45FF0141D15A20612FF83741,35
4382016,Colvin School (historical),MO,0101000020CE1300002403E73429FE1E41B353786310453741,-1
4382020,Colvin School (historical),MO,0101000020CE13000046DA1C8660481441C199EC2B6B283741,-1
4382023,Combs School (historical),MO,0101000020CE1300005CD6CB19A8791441B26444ED624B3C41,-1
4382026,Comer School (historical),MO,0101000020CE130000A820FF515CB007415E59FD33E63A3A41,-1
4382033,Commercial School,MO,0101000020CE130000FF200FFFFA3E1041D180E56997983C41,-1
4382034,Commertown School,MO,0101000020CE13000046ED4913A0681C41C9D97084FED53741,-1
4382052,Combs School (historical),MO,0101000020CE13000004381EE1724D0241E529404572573B41,-1
4382054,Compromise School (historical),MO,0101000020CE130000BF59B0CB59E20541172C53F4E0573A41,-1
4382066,Compton School,MO,0101000020CE130000C10AFA064A310C4118C58EB05D193C41,-1
4382069,Conay School (historical),MO,0101000020CE1300007BFD5704D8782141E96EA26A43963741,-1
4382097,Concord School (historical),MO,0101000020CE130000E4DB2A3ADB6113414DC24ACDF0933A41,-1
4382098,Concord School (historical),MO,0101000020CE130000A286F4EB3B11114190CBCB0868F83A41,-1
4382099,Concord School,MO,0101000020CE1300001A9164926DFD2141F1DBEFC29DC13741,-1
4382100,Concord School,MO,0101000020CE130000FAFEF45E4B052141485BE03AC7BE3641,-1
4382101,Concord School,MO,0101000020CE1300001BFAC5E40FD50D413A7983A657E73841,-1
4382102,Concord School (historical),MO,0101000020CE13000032B0D774A02D0A411DEB1094F1763941,-1
4382103,Concord Elementary School,MO,0101000020CE130000FB25E5581AA81D416841E70E507C3A41,2
4382104,Concord School,MO,0101000020CE130000008AC11CC28A1641A6A7C2DEC9C53841,-1
4382105,Concord School (historical),MO,0101000020CE13000098AE535777D4FF405F10D61AFEF13941,-1
4382106,Concord School (historical),MO,0101000020CE13000008FE775DF0870C41FC081E4CF1953941,-1
4382107,Concord School (historical),MO,0101000020CE1300001F911D5BD6E606413E8EB4A644BF3841,-1
4382108,Concord School (historical),MO,0101000020CE13000098DD565E32210641E24209A90B2D3941,-1
4382109,Concord School (historical),MO,0101000020CE130000D1AD7968B65D0B4115A9425A2D393941,-1
4382110,Concord School (historical),MO,0101000020CE1300000A933AB2B44008410142636ECFEB3741,-1
4382111,Concord School (historical),MO,0101000020CE130000973DD1DC42F621417C2F05F0C5C43741,-1
4382112,Concord School (historical),MO,0101000020CE130000FD65701B631821414D47EDAE49BF3641,-1
4382113,Concord School (historical),MO,0101000020CE13000009AAFD0345A21841AA250FDA89C03B41,-1
4382114,Concord School (historical),MO,0101000020CE13000002F2776CF2521E41B456A4C7FAB43941,-1
4382121,Concordia School,MO,0101000020CE130000CE1B101862711D41CA612E8E29923A41,8
4382122,Concordia Seminary,MO,0101000020CE13000034150123CAEC1D418CB1B43324B03A41,8
4382124,Condron School (historical),MO,0101000020CE130000CBB29C382BC609416670136D96333C41,-1
4382130,Congo School,MO,0101000020CE13000004CF6DD92A9B1741C20E59A5D2B43741,-1
4382141,Conley School (historical),MO,0101000020CE130000D053940653FA164136B8A8306B123B41,-1
4382142,Conn - West Elementary School,MO,0101000020CE1300003E50928867C6FE40CECCA83522E83A41,26
4382143,Conn School (historical),MO,0101000020CE1300002849CFBB9BDD10418ADF2EDDD8FE3841,-1
4382145,Conley School (historical),MO,0101000020CE130000CDF6E1EC88641341F674165526413B41,-1
4382149,Conner School (historical),MO,0101000020CE130000E272D7460B6F1241D4AAF19A27A93841,-1
4382154,Conrad School,MO,0101000020CE130000527799A33C1B204145B0CC722BE03841,-1
4382160,Consolidated School Number 5,MO,0101000020CE130000629B66FF0B7E0B412B6C0156EB873841,-1
4382161,Consolidated School Number 7,MO,0101000020CE13000014A86E5CA1D90941DC9BDC4EEDC93841,-1
4382162,Consolidated School Number 8,MO,0101000020CE130000584FE4F303720D41A87E23971DC23841,-1
4382163,Contention School (historical),MO,0101000020CE130000CFD4E2AE36DF1741E787AE04F5333B41,-1
4382178,Conway School (historical),MO,0101000020CE13000094C67037D195114107DA41F23FA73941,-1
4382190,Conway School,MO,0101000020CE130000A2E51796577E1D41226390D978AF3A41,34
4382197,Hale Cook Elementary School,MO,0101000020CE130000F6EAD09ABF64FD40F038AA92BE163B41,5
4382198,Cook School,MO,0101000020CE130000B85906810B1B12416380D441CCF03841,-1
4382199,Cook School (historical),MO,0101000020CE13000032A8C8676A301041010943ACAE2C3C41,-1
4382200,Cook School (historical),MO,0101000020CE1300009367231471E4F540BD5B058103E73B41,-1
4382202,Cook Station School (historical),MO,0101000020CE130000DCBFA793F440184166B658B12E333941,-1
4382221,Cool Springs School (historical),MO,0101000020CE1300008921459BE7EF1B419AA9B42CEBF83A41,36
4382222,Cool Springs School (historical),MO,0101000020CE130000539E680011BC1D412AEC65D736DF3741,-1
4382232,Cooley School,MO,0101000020CE130000C12C1D8CF366FE40704D4E9AD35C3B41,25
4382266,Coon Creek School (historical),MO,0101000020CE130000025F448CEA0F13413E6309936D4D3841,-1
4382273,Coon Foot School (historical),MO,0101000020CE130000DE0B3D46CAFA004179706D5BB0243841,-1
4382284,Coon Island School,MO,0101000020CE1300000C3512D5CF401E41AC145A88841B3741,-1
4382301,Coonville School (historical),MO,0101000020CE130000D6CE623BCF1A1D411248D9A72F913941,-1
4382313,Cooper School,MO,0101000020CE1300008113DF25BCF815417F3229C4B86A3C41,-1
4382314,Cooper School,MO,0101000020CE13000075EDAE10556B0B41C4AC42E4D1DA3841,-1
4382315,Cooper School (historical),MO,0101000020CE130000F7BABB663BB10A418743A45F5EE03941,-1
4382316,Cooper School (historical),MO,0101000020CE1300002E04A065B0521041681D1094A91C3C41,-1
4382317,Cooper School (historical),MO,0101000020CE1300006CC5235B14EC114127CA727B53EF3941,-1
4382322,Coopers Chapel School (historical),MO,0101000020CE130000F41C892E14421041BF93D34A9C3F3B41,-1
4382338,Cope School,MO,0101000020CE1300001E3DE59A011D1341E915F72D74633841,-1
4382343,Cope School,MO,0101000020CE13000024151E2F9AA10441C6003E0539AD3C41,-1
4382348,Copenhagen School (historical),MO,0101000020CE1300002308F7AF71CC1D41A67BEE30212B3941,-1
4382350,Copenhaver School (historical),MO,0101000020CE130000A1FC95A05DAD13411828DA6EDE923C41,-1
4382353,Copening School (historical),MO,0101000020CE1300000B64B796F2391141BF10BEDE98603841,-1
4382359,Copher School (historical),MO,0101000020CE130000CE2DFD39E4501941F81E7864F73A3B41,-1
4382365,Copper Mine School,MO,0101000020CE13000066422CE902451E41D5A0897D87EA3841,-1
4382368,Copper Spring School (historical),MO,0101000020CE130000D45A31286A7219419C136F717D7E3B41,-1
4382373,Cora Davis School,MO,0101000020CE130000B246D377D2381F4153654344F4113741,-1
4382383,Cor Campbell School (historical),MO,0101000020CE13000042E0C7D1981D0A419D8FFB1334553C41,-1
4382406,Corinth School (historical),MO,0101000020CE130000BA578FCB8E8013413A973A647C613A41,-1
4382407,Corinth School,MO,0101000020CE1300001BB0B8FCF445164196C0F101987C3941,-1
4382408,Corinth School,MO,0101000020CE130000EC47E73EF0E11741C044889B59A93741,-1
4382412,Cormus Grove School (historical),MO,0101000020CE1300004A9892291D4805418AFEF83EFEEC3641,-1
4382419,Corn Hill School (historical),MO,0101000020CE130000044D9E2FE4FF0A415532EF9B9DE53941,-1
4382422,Cornelius School,MO,0101000020CE1300005CFCDA9FDF2613418DB1086551E73741,-1
4382423,Cornell School (historical),MO,0101000020CE13000072C44AEFA292184184B702B9037A3841,-1
4382425,Corner School (historical),MO,0101000020CE130000617D1D61F294034131E43E0F504D3C41,-1
4382429,Cornerstone Christian Academy,MO,0101000020CE13000078B05B18E6251C412E6413E71F613941,-1
4382434,Cornett School (historical),MO,0101000020CE1300008272413A91FB1641298FE8A39E843B41,-1
4382435,Cornett School (historical),MO,0101000020CE130000ADB4457D969005417E89A4219C393A41,-1
4382436,Cornick School (historical),MO,0101000020CE1300003A09C8B7565A1B417F07676038513B41,-1
4382438,Cornland School (historical),MO,0101000020CE13000067F742A2421F01418146D00D33B53941,-1
4382445,Coronation of Our Lady School,MO,0101000020CE1300003E7623DA9D1BFF400D440DC07BE83A41,26
4382449,Corridon-Reynolds School,MO,0101000020CE130000EF7FE2875A581A415A0C3459CB803841,-1
4382453,Corsicana School (historical),MO,0101000020CE13000052D5966B8F9B05413CDE9197D0583741,-1
4382460,Cosby School (historical),MO,0101000020CE130000BACE21354E3FFB4045A4B76F2D933C41,-1
4382463,Costner School (historical),MO,0101000020CE13000036A6DFEDA1C308418BEECD828CB23B41,-1
4382464,Cote Brilliante School,MO,0101000020CE13000069B2058C743E1E41D4C10918D3BC3A41,8
4382478,Cottage Grove School (historical),MO,0101000020CE130000D65E802E6DC812414D886FA53CF03B41,-1
4382479,Cottage Grove School (historical),MO,0101000020CE130000DBFDAF832E480541866FFCE23C093C41,-1
4382480,Cottage Grove School (historical),MO,0101000020CE1300002E9B101EFBDA1241CCA744AE50473A41,-1
4382482,Cottage School (historical),MO,0101000020CE130000BF76F2BF3D130C41F8D0F77399723A41,-1
4382487,Cotterell School (historical),MO,0101000020CE130000CF2EA36239FA0F412918E9FA48F03B41,-1
4382489,Cottey College,MO,0101000020CE130000D1B5DD71C3560141B23A49D8091D3941,14
4382496,Cotton Creek School (historical),MO,0101000020CE130000A7BA8533E09B1941EF8961C3841C3741,-1
4382503,Cotton Patch School (historical),MO,0101000020CE130000E0D85E91C6180F413EF951977A103B41,-1
4382504,Cotton Plant School (historical),MO,0101000020CE130000A9E4BCAC1E152041E3DA6683BC5B3641,-1
4382505,Cotton Wood School (historical),MO,0101000020CE1300002F0E3C52A6441041055738B088DC3A41,-1
4382507,Cottonrock School (historical),MO,0101000020CE130000D455AA3939C3154157AEB56A5DC33A41,-1
4382536,Cottonwood School (historical),MO,0101000020CE1300002EDF6F0AD51004411692C193641F3C41,-1
4382537,Cottonwood School (historical),MO,0101000020CE1300002296B955FD1004414B4FCF0A681F3C41,-1
4382538,Cottonwood School (historical),MO,0101000020CE1300009A990706B4AC0A41B8D0A2DB10C93B41,-1
4382539,Cottonwood School (historical),MO,0101000020CE130000ACE8E2C857F4044190DC53B93D9E3C41,-1
4382542,Cottrell School (historical),MO,0101000020CE130000517EE29B0EA22041C031C1F9CAF83641,-1
4382543,Cottey College,MO,0101000020CE130000CF7E10CEBB550141CEAE7EBFCC1C3941,14
4382556,Council Grove School,MO,0101000020CE13000031EA957D55AC12417D951671EC423741,-1
4382557,Council Ridge School (historical),MO,0101000020CE13000041817D2D30752041153A4C4A5D593841,-1
4382563,Country Day School,MO,0101000020CE130000952AA4D1C4761D41FC00BEAAC4B73A41,34
4382570,Couch Schools,MO,0101000020CE130000AA618904EC6219418791C277B4083741,-1
4382584,County Line School (historical),MO,0101000020CE1300004F961965CBDA08410796F0CD82C23941,-1
4382585,County Line School (historical),MO,0101000020CE130000F15C745C7CE409410528EC533B013B41,-1
4382610,Cove School,MO,0101000020CE130000D5C4629AE0E31C41439BC5B742DB3841,-1
4382611,Cove School (historical),MO,0101000020CE1300004A4BD5939CFC1A41BFE89426CC293A41,-1
4382645,Cowan School,MO,0101000020CE1300009E2CD20CA2101441B2202EDBB54F3941,-1
